sid,qid,block,query,뉴스 식별자,일자,언론사,사건/사고 분류1,year,label,ev_date,ev_place,ev_object,event_id
S00227,Q29,비CBRN,공항 폭발물 신고,1400501.202405291,20240529,중부일보,,2024,EVENT,20240528,,대남 풍선,313.0
S00228,Q26,비CBRN,폭발물 협박,4102008.20250107,20250107,쿠키뉴스,범죄>범죄일반>폭행,2025,IRRELEVANT,,,,
S00229,Q17,안보,더티밤,4101008.202210241,20221024,이데일리,,2022,OTHER,,,,
S00230,Q19,안보,노비촉,1100901.202402211,20240221,중앙일보,사회>사회갈등>시위,2024,EVENT,20240216,러시아,의문사,274.0
S00231,Q17,안보,더티밤,2100801.202211091,20221109,아시아경제,사회>사회갈등>시위,2022,OTHER,,,,
S00232,Q07,산업,톨루엔 누출,1200401.202604171,20260417,인천일보,,2026,EVENT,20260417,오산시,화학물질,600.0
S00233,Q26,비CBRN,폭발물 협박,1100701.202512081,20251208,세계일보,범죄>범죄일반>살인,2025,INST,,,,
S00234,Q01,산업,불산 누출,1400601.202211021,20221102,충청일보,사고>산업사고>폭발,2022,INST,,,,
S00235,Q29,비CBRN,공항 폭발물 신고,1600801.202402191,20240219,전남일보,,2024,EVENT,20240219,광주 광산구,폭발물 신고,286.0
S00236,Q07,산업,톨루엔 누출,1100801.202409271,20240927,조선일보,사고>산업사고>화재,2024,EVENT,20240927,울주군,유해물질,369.0
S00237,Q05,산업,화학공장 폭발,2100601.20210913,20210913,한국경제,사고>산업사고>폭발,2021,INST,,,,
S00238,Q21,비CBRN,폭발물 테러,7101201.202501021,20250102,디지털타임스,사고>교통사고>노상사고,2025,EVENT,20250101,뉴올리언스,차량 돌진,392.0
S00239,Q26,비CBRN,폭발물 협박,1101001.202508071,20250807,한겨레,,2025,EVENT,20250807,부산 사하구,폭발물 협박,460.0
S00240,Q30,비CBRN,원전 방사선 피폭,1100611.202308142,20230814,서울신문,,2023,OTHER,,,,
S00241,Q08,산업,질산 누출,1200401.202306291,20230629,인천일보,,2023,INST,,,,
S00242,Q10,산업,화학사고 대응,1600451.202210041,20221004,남도일보,,2022,INST,,,,
S00243,Q17,안보,더티밤,2100701.20230531,20230531,헤럴드경제,사고>산업사고>폭발,2023,IRRELEVANT,,,,
S00244,Q07,산업,톨루엔 누출,4100158.202202111,20220211,데일리안,사고>산업사고>붕괴,2022,EVENT,20220211,여수시,폭발,14.0
S00245,Q24,비CBRN,총기 난사,1100801.202604202,20260420,조선일보,범죄>범죄일반>폭행,2026,EVENT,20260419,슈리브포트,총기난사,601.0
S00246,Q19,안보,노비촉,1100201.202402261,20240226,국민일보,,2024,EVENT,20240216,러시아,의문사,274.0
S00247,Q19,안보,노비촉,1101001.202405021,20240502,한겨레,,2024,EVENT,20240502,우크라이나,화학무기,310.0
S00248,Q27,비CBRN,테러 예고 글,1620001.202207251,20220725,광남일보,사회>사회갈등>시위,2022,IRRELEVANT,,,,
S00249,Q10,산업,화학사고 대응,2100601.202402161,20240216,한국경제,사고>산업사고>폭발,2024,INST,,,,
S00250,Q16,안보,방사능 유출,4101008.202203151,20220315,이데일리,,2022,OTHER,,,,
S00251,Q09,산업,유독가스 누출 대피,1400351.202606012,20260601,중도일보,사고>산업사고>화재,2026,EVENT,20260601,청주시,독성가스,620.0
S00252,Q14,안보,탄저균 테러,1100701.20230722,20230722,세계일보,,2023,EVENT,20230720,제주시,독극물 소포,163.0
S00253,Q19,안보,노비촉,2100701.20211227,20211227,헤럴드경제,,2021,IRRELEVANT,,,,
S00254,Q04,산업,황산 유출 사고,8100101.202307172,20230717,KBS,사고>산업사고>붕괴,2023,IRRELEVANT,,,,
S00255,Q21,비CBRN,폭발물 테러,4100078.202204241,20220424,뉴스핌,,2022,INST,,,,
S00256,Q23,비CBRN,드론 공격,1100751.202409241,20240924,아시아투데이,,2024,INST,,,,
S00257,Q27,비CBRN,테러 예고 글,8100401.202608302,20260830,YTN,범죄>기업범죄>거래제한,2026,IRRELEVANT,,,,
S00258,Q13,안보,생물테러,1500201.202510191,20251019,경북일보,,2025,INST,,,,
S00259,Q23,비CBRN,드론 공격,8100301.20210918,20210918,SBS,사회>사회갈등>전쟁,2021,EVENT,20210829,카불,드론 공습,1.0
S00260,Q28,비CBRN,다중이용시설 테러,1500501.202110191,20211019,대구일보,,2021,OTHER,,,,
S00261,Q07,산업,톨루엔 누출,4100158.202511061,20251106,데일리안,사고>산업사고>폭발,2025,INST,,,,
S00262,Q12,안보,사린가스 공격,1100611.202410301,20241030,서울신문,범죄>범죄일반>유괴/납치,2024,IRRELEVANT,,,,
S00263,Q04,산업,황산 유출 사고,8100101.20250409,20250409,KBS,사고>산업사고>폭발,2025,EVENT,20250408,서울 성동구,황산,413.0
S00264,Q06,산업,유해화학물질 유출,1100751.202508181,20250818,아시아투데이,사회>사회갈등>전쟁,2025,INST,,,,
S00265,Q27,비CBRN,테러 예고 글,8100301.20230805,20230805,SBS,범죄>성범죄>성폭행,2023,INST,,,,
S00266,Q07,산업,톨루엔 누출,2100801.202405201,20240520,아시아경제,,2024,OTHER,,,,
S00267,Q22,비CBRN,사제폭탄,2100801.202308241,20230824,아시아경제,사회>사회갈등>시위,2023,IRRELEVANT,,,,
S00268,Q08,산업,질산 누출,1400551.202306061,20230606,충북일보,,2023,INST,,,,
S00269,Q21,비CBRN,폭발물 테러,8100401.20251021,20251021,YTN,사회>사회갈등>테러행위,2025,INST,,,,
S00270,Q11,안보,화학무기 사용,8100101.202206092,20220609,KBS,,2022,INST,,,,
S00271,Q08,산업,질산 누출,8100401.202507241,20250724,YTN,,2025,EVENT,20250724,전주시,질산,448.0
S00272,Q17,안보,더티밤,8100401.202210261,20221026,YTN,,2022,OTHER,,,,
S00273,Q05,산업,화학공장 폭발,1100401.20211102,20211102,동아일보,,2021,IRRELEVANT,,,,
S00274,Q20,안보,북한 생화학무기,2100051.202212271,20221227,대한경제,,2022,IRRELEVANT,,,,
S00275,Q17,안보,더티밤,2100501.202210241,20221024,파이낸셜뉴스,,2022,OTHER,,,,
S00276,Q28,비CBRN,다중이용시설 테러,1600451.202402091,20240209,남도일보,,2024,INST,,,,
S00277,Q28,비CBRN,다중이용시설 테러,4102008.20250915,20250915,쿠키뉴스,,2025,INST,,,,
S00278,Q19,안보,노비촉,2100311.202404121,20240412,서울경제,,2024,OTHER,,,,
S00279,Q30,비CBRN,원전 방사선 피폭,8100101.202506292,20250629,KBS,,2025,INST,,,,
S00280,Q04,산업,황산 유출 사고,6101302.202202251,20220225,한겨레21,사고>산업사고>폭발,2022,OTHER,,,,
S00281,Q27,비CBRN,테러 예고 글,2100201.20231031,20231031,머니투데이,사회>사회갈등>테러행위,2023,EVENT,20230401,대구시,테러 예고 글,132.0
S00282,Q07,산업,톨루엔 누출,8100101.20240328,20240328,KBS,사고>산업사고>폭발,2024,INST,,,,
S00283,Q03,산업,염소 가스 누출,1400801.202505131,20250513,금강일보,사고>산업사고>화재,2025,INST,,,,
S00284,Q30,비CBRN,원전 방사선 피폭,1100101.202306201,20230620,경향신문,,2023,OTHER,,,,
S00285,Q15,안보,북한 핵실험,1100201.202206051,20220605,국민일보,,2022,OTHER,,,,
S00286,Q06,산업,유해화학물질 유출,1400101.202602051,20260205,충청타임즈,사고>산업사고>폭발,2026,EVENT,20260204,음성군,수산화나트륨,568.0
S00287,Q30,비CBRN,원전 방사선 피폭,2100201.202208091,20220809,머니투데이,,2022,INST,,,,
S00288,Q11,안보,화학무기 사용,1500301.20250404,20250404,경상일보,사회>사회갈등>테러행위,2025,IRRELEVANT,,,,
S00289,Q19,안보,노비촉,1100101.202112271,20211227,경향신문,범죄>범죄일반>폭행,2021,IRRELEVANT,,,,
S00290,Q03,산업,염소 가스 누출,1100501.202403141,20240314,문화일보,사고>스포츠사고,2024,EVENT,20240314,의정부시,염소가스,291.0
S00291,Q26,비CBRN,폭발물 협박,2100101.202512151,20251215,매일경제,범죄>범죄일반>살인,2025,EVENT,20251215,성남시 분당구,폭발물 설치 협박,543.0
S00292,Q05,산업,화학공장 폭발,1600451.202211301,20221130,남도일보,사고>산업사고>폭발,2022,EVENT,20221130,여수시,배관 폭발,111.0
S00293,Q30,비CBRN,원전 방사선 피폭,1500701.202408141,20240814,부산일보,사고>산업사고>화재,2024,INST,,,,
S00294,Q23,비CBRN,드론 공격,1100501.202212281,20221228,문화일보,,2022,OTHER,,,,
S00295,Q26,비CBRN,폭발물 협박,1101101.202509251,20250925,한국일보,,2025,IRRELEVANT,,,,
S00296,Q06,산업,유해화학물질 유출,1400601.202403151,20240315,충청일보,사고>산업사고>폭발,2024,EVENT,20240315,진천군 이월면,다이메틸폼아마이드 누출,293.0
S00297,Q04,산업,황산 유출 사고,4100058.202308031,20230803,노컷뉴스,,2023,EVENT,20230803,창원시 의창구,황산,173.0
S00298,Q14,안보,탄저균 테러,2100351.20250714,20250714,이투데이,,2025,OTHER,,,,
S00299,Q05,산업,화학공장 폭발,2100201.202508031,20250803,머니투데이,사고>산업사고>폭발,2025,EVENT,20250803,영천시 금호읍,가스 폭발 화재,453.0
S00300,Q14,안보,탄저균 테러,1100611.202209281,20220928,서울신문,,2022,EVENT,20220928,제주시 조천읍,탄저균 의심 우편물,86.0
S00301,Q23,비CBRN,드론 공격,1100101.20250618,20250618,경향신문,사회>사회갈등>전쟁,2025,OTHER,,,,
S00302,Q03,산업,염소 가스 누출,8100101.202403191,20240319,KBS,범죄>범죄일반>방화,2024,EVENT,20240319,의정부시,염소가스 누출,298.0
S00303,Q01,산업,불산 누출,2100101.202211011,20221101,매일경제,범죄>범죄일반>방화,2022,IRRELEVANT,,,,
S00304,Q04,산업,황산 유출 사고,8100401.20260411,20260411,YTN,사고>산업사고>화재,2026,EVENT,20260411,대구 달성군,황산코발트,591.0
S00305,Q25,비CBRN,차량 돌진 테러,8100301.20240202,20240202,SBS,범죄>범죄일반>살인,2024,REF,,,,
S00306,Q13,안보,생물테러,7100502.202504111,20250411,환경일보,,2025,INST,,,,
S00307,Q19,안보,노비촉,1100611.202306271,20230627,서울신문,범죄>범죄일반>살인,2023,OTHER,,,,
S00308,Q04,산업,황산 유출 사고,1100401.20211115,20211115,동아일보,사고>산업사고>폭발,2021,INST,,,,
S00309,Q18,안보,백색가루 신고,2100311.202208291,20220829,서울경제,범죄>범죄일반>마약,2022,IRRELEVANT,,,,
S00310,Q02,산업,암모니아 누출 사고,8100101.202604141,20260414,KBS,사고>산업사고>화재,2026,INST,,,,
S00311,Q04,산업,황산 유출 사고,1100401.202409101,20240910,동아일보,사고>산업사고>폭발,2024,INST,,,,
S00312,Q08,산업,질산 누출,1501001.202404072,20240407,대구신문,,2024,EVENT,20240323,대구 북구,질산 연기,300.0
S00313,Q02,산업,암모니아 누출 사고,4100058.20260807,20260807,노컷뉴스,,2026,EVENT,20260806,완도군,암모니아,649.0
S00314,Q03,산업,염소 가스 누출,2100401.202604161,20260416,메트로경제,,2026,INST,,,,
S00315,Q23,비CBRN,드론 공격,8100401.202506191,20250619,YTN,사회>사회갈등>시위,2025,IRRELEVANT,,,,
S00316,Q17,안보,더티밤,1500701.202506141,20250614,부산일보,사회>사회갈등>전쟁,2025,OTHER,,,,
S00317,Q12,안보,사린가스 공격,1100401.20221017,20221017,동아일보,,2022,IRRELEVANT,,,,
S00318,Q30,비CBRN,원전 방사선 피폭,8100401.202308241,20230824,YTN,사고>산업사고>폭발,2023,OTHER,,,,
S00319,Q03,산업,염소 가스 누출,4100078.202411141,20241114,뉴스핌,사고>스포츠사고,2024,IRRELEVANT,,,,
S00320,Q08,산업,질산 누출,1600901.202510141,20251014,전라일보,사고>산업사고>폭발,2025,EVENT,20251013,완주군 봉동읍,질산,499.0
S00321,Q01,산업,불산 누출,4101008.20250114,20250114,이데일리,,2025,OTHER,,,,
S00322,Q13,안보,생물테러,7100502.202211241,20221124,환경일보,,2022,INST,,,,
S00323,Q18,안보,백색가루 신고,2100601.202206121,20220612,한국경제,,2022,IRRELEVANT,,,,
S00324,Q08,산업,질산 누출,4100058.202407011,20240701,노컷뉴스,사고>산업사고>폭발,2024,EVENT,20240701,안동시 임동면,질산,337.0
S00325,Q17,안보,더티밤,2100801.202210281,20221028,아시아경제,,2022,OTHER,,,,
S00326,Q01,산업,불산 누출,1101001.202511062,20251106,한겨레,,2025,EVENT,20251105,포항시 남구,유해화학물질 누출,519.0
S00327,Q23,비CBRN,드론 공격,2100601.202603101,20260310,한국경제,,2026,OTHER,,,,
S00328,Q16,안보,방사능 유출,1400501.202311161,20231116,중부일보,,2023,IRRELEVANT,,,,
S00329,Q18,안보,백색가루 신고,4100078.202305241,20230524,뉴스핌,범죄>범죄일반>마약,2023,IRRELEVANT,,,,
S00330,Q26,비CBRN,폭발물 협박,1100701.202403201,20240320,세계일보,사회>사회갈등>테러행위,2024,EVENT,20240320,서울 구로구,폭탄 테러 협박 메일,299.0
S00331,Q07,산업,톨루엔 누출,1100701.20220722,20220722,세계일보,,2022,INST,,,,
S00332,Q13,안보,생물테러,2100801.202512221,20251222,아시아경제,,2025,INST,,,,
S00333,Q25,비CBRN,차량 돌진 테러,2100101.202603091,20260309,매일경제,사고>교통사고>노상사고,2026,IRRELEVANT,,,,
S00334,Q23,비CBRN,드론 공격,8100401.202506131,20250613,YTN,사회>사회갈등>전쟁,2025,EVENT,20250613,이란,공습,433.0
S00335,Q21,비CBRN,폭발물 테러,1101101.202401302,20240130,한국일보,범죄>범죄일반>살인,2024,REF,,,,
S00336,Q19,안보,노비촉,1100101.20240412,20240412,경향신문,,2024,OTHER,,,,
S00337,Q10,산업,화학사고 대응,1501301.202308202,20230820,울산신문,사고>산업사고>폭발,2023,OTHER,,,,
S00338,Q25,비CBRN,차량 돌진 테러,8100101.20250102,20250102,KBS,사고>교통사고>노상사고,2025,EVENT,20250101,뉴올리언스,차량 돌진,392.0
S00339,Q07,산업,톨루엔 누출,2100201.202406251,20240625,머니투데이,사고>산업사고>화재,2024,EVENT,20240624,화성시,화재 화학물질,335.0
S00340,Q03,산업,염소 가스 누출,4101008.202405031,20240503,이데일리,사고>산업사고>화재,2024,IRRELEVANT,,,,
S00341,Q20,안보,북한 생화학무기,7101201.202203301,20220330,디지털타임스,,2022,IRRELEVANT,,,,
S00342,Q21,비CBRN,폭발물 테러,2100701.2024043,20240430,헤럴드경제,,2024,INST,,,,
S00343,Q20,안보,북한 생화학무기,4100608.202604041,20260404,브레이크뉴스,,2026,IRRELEVANT,,,,
S00344,Q24,비CBRN,총기 난사,1100751.20260602,20260602,아시아투데이,,2026,IRRELEVANT,,,,
S00345,Q20,안보,북한 생화학무기,1100501.202212271,20221227,문화일보,,2022,OTHER,,,,
S00346,Q17,안보,더티밤,2100501.20221027,20221027,파이낸셜뉴스,,2022,INST,,,,
S00347,Q02,산업,암모니아 누출 사고,8100401.202502261,20250226,YTN,,2025,EVENT,20250226,제주시 한림읍,암모니아,403.0
S00348,Q30,비CBRN,원전 방사선 피폭,1101001.202604271,20260427,한겨레,사고>산업사고>폭발,2026,REF,,,,
S00349,Q12,안보,사린가스 공격,1100401.20241209,20241209,동아일보,사회>사회갈등>시위,2024,OTHER,,,,
S00350,Q26,비CBRN,폭발물 협박,2100501.20250829,20250829,파이낸셜뉴스,,2025,EVENT,20250828,서울,폭발물 협박 팩스,478.0
S00351,Q14,안보,탄저균 테러,1600601.202211291,20221129,새전북신문,,2022,INST,,,,
S00352,Q11,안보,화학무기 사용,2100201.202204161,20220416,머니투데이,,2022,OTHER,,,,
S00353,Q07,산업,톨루엔 누출,1200301.202205091,20220509,기호일보,,2022,OTHER,,,,
S00354,Q29,비CBRN,공항 폭발물 신고,8100101.202308292,20230829,KBS,,2023,EVENT,20230829,김해공항,폭발물 의심 신고,216.0
S00355,Q19,안보,노비촉,1100611.202303131,20230313,서울신문,범죄>기업범죄>횡령,2023,OTHER,,,,
S00356,Q24,비CBRN,총기 난사,1100701.202503271,20250327,세계일보,사회>사회갈등>시위,2025,INST,,,,
S00357,Q13,안보,생물테러,1400101.202512141,20251214,충청타임즈,,2025,INST,,,,
S00358,Q30,비CBRN,원전 방사선 피폭,2100861.202506271,20250627,브릿지경제,,2025,OTHER,,,,
S00359,Q06,산업,유해화학물질 유출,4100158.20260716,20260716,데일리안,사고>산업사고>폭발,2026,INST,,,,
S00360,Q22,비CBRN,사제폭탄,1100801.202401271,20240127,조선일보,사고>산업사고>폭발,2024,EVENT,20240126,가나가와현 가마쿠라시,폭파범 검거,266.0
S00361,Q16,안보,방사능 유출,8100401.202203041,20220304,YTN,사고>산업사고>붕괴,2022,OTHER,,,,
S00362,Q24,비CBRN,총기 난사,2100851.202205271,20220527,아주경제,,2022,IRRELEVANT,,,,
S00363,Q02,산업,암모니아 누출 사고,1100101.20250226,20250226,경향신문,,2025,EVENT,20250226,제주시 한림읍,암모니아,403.0
S00364,Q07,산업,톨루엔 누출,4100158.202604171,20260417,데일리안,,2026,EVENT,20260417,오산시 누읍동,화학물질 누출,598.0
S00365,Q29,비CBRN,공항 폭발물 신고,2100601.202207051,20220705,한국경제,사회>사회갈등>테러행위,2022,EVENT,20220703,영국,폭발물 허위신고,61.0
S00366,Q22,비CBRN,사제폭탄,1100401.202502041,20250204,동아일보,사회>사회갈등>테러행위,2025,EVENT,20250203,,사제폭탄 테러 예고 댓글,400.0
S00367,Q05,산업,화학공장 폭발,1500901.202205222,20220522,울산매일,사고>산업사고>붕괴,2022,INST,,,,
S00368,Q16,안보,방사능 유출,1100501.202205121,20220512,문화일보,사고>산업사고>화재,2022,INST,,,,
S00369,Q18,안보,백색가루 신고,4100078.202410231,20241023,뉴스핌,,2024,INST,,,,
S00370,Q09,산업,유독가스 누출 대피,1400801.202606011,20260601,금강일보,사고>산업사고>폭발,2026,EVENT,20260531,보은군 삼승면,폭발,618.0
S00371,Q24,비CBRN,총기 난사,1100101.20240624,20240624,경향신문,사고>산업사고>화재,2024,EVENT,20240623,다게스탄 데르벤트,총기 난사,324.0
S00372,Q20,안보,북한 생화학무기,2100201.202301061,20230106,머니투데이,,2023,OTHER,,,,
S00373,Q27,비CBRN,테러 예고 글,8100101.20230804,20230804,KBS,범죄>범죄일반>살인,2023,EVENT,20230803,성남시 분당구,흉기 난동,172.0
S00374,Q03,산업,염소 가스 누출,1600901.202311131,20231113,전라일보,,2023,INST,,,,
S00375,Q06,산업,유해화학물질 유출,5202752.20211013,20211013,평택시민신문,사고>산업사고>화재,2021,INST,,,,
S00376,Q11,안보,화학무기 사용,8100401.20220324,20220324,YTN,,2022,OTHER,,,,
S00377,Q19,안보,노비촉,1100501.20230818,20230818,문화일보,,2023,REF,,,,
S00378,Q17,안보,더티밤,4101008.202211041,20221104,이데일리,,2022,OTHER,,,,
S00379,Q09,산업,유독가스 누출 대피,1400801.202401231,20240123,금강일보,사고>산업사고>화재,2024,EVENT,20240122,서천군 서천읍,화재,264.0
S00380,Q10,산업,화학사고 대응,7100501.202110111,20211011,전자신문,사고>산업사고>폭발,2021,INST,,,,
